Id,Class
291,9
292,9
293,9
294,3
295,3
296,3
297,3
298,3
299,3
300,3
301,3
302,3
303,9
304,9
305,9
306,9
307,9
308,9
309,3
310,3
311,3
312,9
313,9
314,9
315,3
316,3
317,3
318,9
319,9
320,9
321,3
322,3
323,3
324,3
325,3
326,3
327,3
328,3
329,3
330,9
331,9
332,9
333,9
334,9
335,9
336,3
337,3
338,3
339,3
340,3
341,3
342,9
343,9
344,9
345,3
346,3
347,3
348,3
349,3
350,3
351,3
352,3
353,3
354,9
355,9
356,9
357,9
358,9
359,9
360,9
361,9
362,9
363,3
364,3
365,3
366,3
367,3
368,3
369,9
370,9
371,9
372,9
373,9
374,9
375,3
376,3
377,3
378,3
379,3
380,3
381,9
382,9
383,9
384,9
385,9
386,9
387,3
388,3
389,3
390,9
391,9
392,9
393,9
394,9
395,9
396,9
397,9
398,9
399,9
400,9
401,9
402,3
403,3
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,3
414,9
415,9
416,9
417,3
418,3
419,3
420,3
421,3
422,3
423,9
424,9
425,9
426,3
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,3
437,3
438,9
439,9
440,9
441,9
442,9
443,9
444,9
445,9
446,9
447,3
448,3
449,3
450,9
451,9
452,9
453,9
454,9
455,9
456,9
457,9
458,9
459,9
460,9
461,9
462,9
463,9
464,9
465,9
466,9
467,9
468,9
469,9
470,9
471,3
472,3
473,3
474,9
475,9
476,9
477,9
478,9
479,9
480,3
481,3
482,3
483,9
484,9
485,9
486,9
487,9
488,9
489,3
490,3
491,3
492,3
493,3
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,3
505,3
506,3
507,3
508,3
509,3
510,9
511,9
512,9
513,3
514,3
515,3
516,9
517,9
518,9
519,9
520,9
521,9
522,9
523,9
524,9
525,3
526,3
527,3
528,9
529,9
530,9
531,3
532,3
533,3
534,9
535,9
536,9
537,3
538,3
539,3
540,9
541,9
542,9
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,9
553,9
554,9
555,3
556,3
557,3
558,9
559,9
560,9
561,9
562,9
563,9
564,3
565,3
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,9
574,9
575,9
576,3
577,3
578,3
579,9
580,9
581,9
582,3
583,3
584,3
585,3
586,3
587,3
588,9
589,9
590,9
591,3
592,3
593,3
594,3
595,3
596,3
597,3
598,3
599,3
600,9
601,9
602,9
603,3
604,3
605,3
606,9
607,9
608,9
609,9
610,9
611,9
612,9
613,9
614,9
615,3
616,3
617,3
618,9
619,9
620,9
621,3
622,3
623,3
624,3
625,3
626,3
627,3
628,3
629,3
630,9
631,9
632,9
633,9
634,9
635,9
636,9
637,9
638,9
639,9
640,9
641,9
642,3
643,3
644,3
645,3
646,3
647,3
648,9
649,9
650,9
651,3
652,3
653,3
654,3
655,3
656,3
657,3
658,3
659,3
660,3
661,3
662,3
663,9
664,9
665,9
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,9
676,9
677,9
678,3
679,3
680,3
681,9
682,9
683,9
684,9
685,9
686,9
687,9
688,9
689,9
690,9
691,9
692,9
693,3
694,3
695,3
696,9
697,9
698,9
699,9
700,9
701,9
702,9
703,9
704,9
705,9
706,9
707,9
708,3
709,3
710,3
711,9
712,9
713,9
714,3
715,3
716,3
717,9
718,9
719,9
720,9
721,9
722,9
723,9
724,9
725,9
726,3
727,3
728,3
729,3
730,3
731,3
732,9
733,9
734,9
735,9
736,9
737,9
738,9
739,9
740,9
741,9
742,9
743,9
744,3
745,3
746,3
747,9
748,9
749,9
750,9
751,9
752,9
753,3
754,3
755,3
756,9
757,9
758,9
759,3
760,3
761,3
762,9
763,9
764,9
765,9
766,9
767,9
768,3
769,3
770,3
771,3
772,3
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,9
781,9
782,9
783,3
784,3
785,3
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,9
794,9
795,3
796,3
797,3
798,3
799,3
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,9
814,9
815,9
816,3
817,3
818,3
819,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,3
836,3
837,3
838,3
839,3
840,9
841,9
842,9
843,3
844,3
845,3
846,3
847,3
848,3
849,9
850,9
851,9
852,3
853,3
854,3
855,9
856,9
857,9
858,9
859,9
860,9
861,9
862,9
863,9
864,9
865,9
866,9
867,3
868,3
869,3
870,3
871,3
872,3
873,3
874,3
875,3
876,9
877,9
878,9
879,9
880,9
881,9
882,9
883,9
884,9
885,9
886,9
887,9
888,3
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,3
897,9
898,9
899,9
900,3
901,3
902,3
903,9
904,9
905,9
906,9
907,9
908,9
909,3
910,3
911,3
912,3
913,3
914,3
915,9
916,9
917,9
918,9
919,9
920,9
921,9
922,9
923,9
924,9
925,9
926,9
927,9
928,9
929,9
930,9
931,9
932,9
933,9
934,9
935,9
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,3
951,9
952,9
953,9
954,9
955,9
956,9
957,3
958,3
959,3
960,9
961,9
962,9
963,3
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,9
979,9
980,9
981,3
982,3
983,3
984,9
985,9
986,9
987,3
988,3
989,3
990,3
991,3
992,3
993,3
994,3
995,3
996,9
997,9
998,9
999,3
1000,3
1001,3
1002,9
1003,9
1004,9
1005,3
1006,3
1007,3
1008,3
1009,3
1010,3
1011,3
1012,3
1013,3
1014,9
1015,9
1016,9
1017,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,9
1024,9
1025,9
1026,9
1027,9
1028,9
1029,3
1030,3
1031,3
1032,9
1033,9
1034,9
1035,3
1036,3
1037,3
1038,9
1039,9
1040,9
1041,3
1042,3
1043,3
1044,9
1045,9
1046,9
1047,3
1048,3
1049,3
1050,3
1051,3
1052,3
1053,9
1054,9
1055,9
1056,3
1057,3
1058,3
1059,9
1060,9
1061,9
1062,9
1063,9
1064,9
1065,9
1066,9
1067,9
1068,9
1069,9
1070,9
1071,9
1072,9
1073,9
1074,9
1075,9
1076,9
1077,9
1078,9
1079,9
1080,9
1081,9
1082,9
1083,9
1084,9
1085,9
1086,3
1087,3
1088,3
1089,9
1090,9
1091,9
1092,3
1093,3
1094,3
1095,9
1096,9
1097,9
1098,3
1099,3
1100,3
1101,3
1102,3
1103,3
1104,9
1105,9
1106,9
1107,3
1108,3
1109,3
1110,9
1111,9
1112,9
1113,3
1114,3
1115,3
1116,3
1117,3
1118,3
1119,3
1120,3
1121,3
1122,9
1123,9
1124,9
1125,9
1126,9
1127,9
1128,3
1129,3
1130,3
1131,3
1132,3
1133,3
1134,9
1135,9
1136,9
1137,3
1138,3
1139,3
1140,9
1141,9
1142,9
1143,3
1144,3
1145,3
1146,9
1147,9
1148,9
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,9
1156,9
1157,9
1158,9
1159,9
1160,9
1161,3
1162,3
1163,3
1164,9
1165,9
1166,9
1167,9
1168,9
1169,9
1170,9
1171,9
1172,9
1173,3
1174,3
1175,3
1176,3
1177,3
1178,3
1179,9
1180,9
1181,9
1182,9
1183,9
1184,9
1185,9
1186,9
1187,9
1188,3
1189,3
1190,3
1191,9
1192,9
1193,9
1194,9
1195,9
1196,9
1197,9
1198,9
1199,9
1200,9
1201,9
1202,9
1203,3
1204,3
1205,3
1206,9
1207,9
1208,9
1209,9
1210,9
1211,9
1212,9
1213,9
1214,9
1215,3
1216,3
1217,3
1218,9
1219,9
1220,9
1221,9
1222,9
1223,9
1224,3
1225,3
1226,3
1227,3
1228,3
1229,3
1230,9
1231,9
1232,9
1233,9
1234,9
1235,9
1236,3
1237,3
1238,3
1239,9
1240,9
1241,9
1242,9
1243,9
1244,9
1245,9
1246,9
1247,9
1248,9
1249,9
1250,9
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,3
1258,3
1259,3
1260,3
1261,3
1262,3
1263,3
1264,3
1265,3
1266,9
1267,9
1268,9
1269,3
1270,3
1271,3
1272,9
1273,9
1274,9
1275,9
1276,9
1277,9
1278,3
1279,3
1280,3
1281,9
1282,9
1283,9
1284,3
1285,3
1286,3
1287,3
1288,3
1289,3
1290,3
1291,3
1292,3
1293,3
1294,3
1295,3
1296,9
1297,9
1298,9
1299,9
1300,9
1301,9
1302,9
1303,9
1304,9
1305,9
1306,9
1307,9
1308,3
1309,3
1310,3
1311,3
1312,3
1313,3
1314,3
1315,3
1316,3
1317,3
1318,3
1319,3
1320,3
1321,3
1322,3
1323,9
1324,9
1325,9
1326,3
1327,3
1328,3
1329,9
1330,9
1331,9
1332,9
1333,9
1334,9
1335,3
1336,3
1337,3
1338,9
1339,9
1340,9
1341,9
1342,9
1343,9
1344,3
1345,3
1346,3
1347,9
1348,9
1349,9
1350,3
1351,3
1352,3
1353,9
1354,9
1355,9
1356,3
1357,3
1358,3
1359,3
1360,3
1361,3
1362,9
1363,9
1364,9
1365,3
1366,3
1367,3
1368,3
1369,3
1370,3
1371,3
1372,3
1373,3
1374,9
1375,9
1376,9
1377,3
1378,3
1379,3
1380,3
1381,3
1382,3
1383,3
1384,3
1385,3
1386,9
1387,9
1388,9
1389,9
1390,9
1391,9
1392,3
1393,3
1394,3
1395,3
1396,3
1397,3
1398,3
1399,3
1400,3
1401,3
1402,3
1403,3
1404,3
1405,3
1406,3
1407,9
1408,9
1409,9
1410,9
1411,9
1412,9
1413,3
1414,3
1415,3
1416,3
1417,3
1418,3
1419,3
1420,3
1421,3
1422,3
1423,3
1424,3
1425,3
1426,3
1427,3
1428,9
1429,9
1430,9
1431,3
1432,3
1433,3
1434,3
1435,3
1436,3
1437,9
1438,9
1439,9
1440,3
1441,3
1442,3
1443,3
1444,3
1445,3
1446,9
1447,9
1448,9
1449,9
1450,9
1451,9
1452,9
1453,9
1454,9
1455,9
1456,9
1457,9
1458,3
1459,3
1460,3
1461,3
1462,3
1463,3
1464,9
1465,9
1466,9
1467,3
1468,3
1469,3
1470,9
1471,9
1472,9
1473,3
1474,3
1475,3
1476,9
1477,9
1478,9
1479,3
1480,3
1481,3
1482,9
1483,9
1484,9
1485,3
1486,3
1487,3
1488,3
1489,3
1490,3
1491,9
1492,9
1493,9
1494,9
1495,9
1496,9
1497,3
1498,3
1499,3
1500,3
1501,3
1502,3
1503,3
1504,3
1505,3
1506,9
1507,9
1508,9
1509,9
1510,9
1511,9
1512,9
1513,9
1514,9
1515,9
1516,9
1517,9
1518,3
1519,3
1520,3
1521,3
1522,3
1523,3
1524,3
1525,3
1526,3
1527,9
1528,9
1529,9
1530,9
1531,9
1532,9
1533,9
1534,9
1535,9
1536,3
1537,3
1538,3
1539,3
1540,3
1541,3
1542,3
1543,3
1544,3
1545,3
1546,3
1547,3
1548,3
1549,3
1550,3
1551,9
1552,9
1553,9
1554,3
1555,3
1556,3
1557,3
1558,3
1559,3
1560,3
1561,3
1562,3
1563,9
1564,9
1565,9
1566,9
1567,9
1568,9
1569,9
1570,9
1571,9
1572,3
1573,3
1574,3
1575,3
1576,3
1577,3
1578,3
1579,3
1580,3
1581,3
1582,3
1583,3
1584,9
1585,9
1586,9
1587,3
1588,3
1589,3
1590,9
1591,9
1592,9
1593,3
1594,3
1595,3
1596,9
1597,9
1598,9
1599,3
1600,3
1601,3
1602,3
1603,3
1604,3
1605,9
1606,9
1607,9
1608,9
1609,9
1610,9
1611,3
1612,3
1613,3
1614,3
1615,3
1616,3
1617,9
1618,9
1619,9
1620,9
1621,9
1622,9
1623,3
1624,3
1625,3
1626,9
1627,9
1628,9
1629,9
1630,9
1631,9
1632,9
1633,9
1634,9
1635,9
1636,9
1637,9
1638,9
1639,9
1640,9
1641,3
1642,3
1643,3
1644,3
1645,3
1646,3
1647,9
1648,9
1649,9
1650,3
1651,3
1652,3
1653,9
1654,9
1655,9
1656,3
1657,3
1658,3
1659,3
1660,3
1661,3
1662,3
1663,3
1664,3
1665,3
1666,3
1667,3
1668,9
1669,9
1670,9
1671,9
1672,9
1673,9
1674,9
1675,9
1676,9
1677,3
1678,3
1679,3
1680,3
1681,3
1682,3
1683,3
1684,3
1685,3
1686,3
1687,3
1688,3
1689,3
1690,3
1691,3
1692,3
1693,3
1694,3
1695,9
1696,9
1697,9
1698,9
1699,9
1700,9
1701,3
1702,3
1703,3
1704,9
1705,9
1706,9
1707,3
1708,3
1709,3
1710,3
1711,3
1712,3
1713,3
1714,3
1715,3
1716,9
1717,9
1718,9
1719,9
1720,9
1721,9
1722,9
1723,9
1724,9
1725,9
1726,9
1727,9
1728,3
1729,3
1730,3
1731,9
1732,9
1733,9
1734,3
1735,3
1736,3
1737,3
1738,3
1739,3
1740,3
1741,3
1742,3
1743,3
1744,3
1745,3
1746,9
1747,9
1748,9
1749,3
1750,3
1751,3
1752,9
1753,9
1754,9
1755,9
1756,9
1757,9
1758,9
1759,9
1760,9
1761,3
1762,3
1763,3
1764,9
1765,9
1766,9
1767,3
1768,3
1769,3
1770,9
1771,9
1772,9
1773,9
1774,9
1775,9
1776,3
1777,3
1778,3
1779,3
1780,3
1781,3
1782,3
1783,3
1784,3
1785,3
1786,3
1787,3
1788,3
1789,3
1790,3
1791,9
1792,9
1793,9
1794,9
1795,9
1796,9
1797,3
1798,3
1799,3
1800,3
1801,3
1802,3
1803,3
1804,3
1805,3
1806,3
1807,3
1808,3
1809,9
1810,9
1811,9
1812,3
1813,3
1814,3
1815,9
1816,9
1817,9
1818,3
1819,3
1820,3
1821,3
1822,3
1823,3
1824,3
1825,3
1826,3
1827,3
1828,3
1829,3
1830,3
1831,3
1832,3
1833,3
1834,3
1835,3
1836,3
1837,3
1838,3
1839,3
1840,3
1841,3
1842,3
1843,3
1844,3
1845,9
1846,9
1847,9
1848,3
1849,3
1850,3
1851,3
1852,3
1853,3
1854,3
1855,3
1856,3
1857,3
1858,3
1859,3
1860,9
1861,9
1862,9
1863,3
1864,3
1865,3
1866,3
1867,3
1868,3
1869,3
1870,3
1871,3
1872,3
1873,3
1874,3
1875,9
1876,9
1877,9
1878,9
1879,9
1880,9
1881,3
1882,3
1883,3
1884,3
1885,3
1886,3
1887,3
1888,3
1889,3
1890,3
1891,3
1892,3
1893,9
1894,9
1895,9
1896,3
1897,3
1898,3
1899,3
1900,3
1901,3
1902,9
1903,9
1904,9
1905,9
1906,9
1907,9
1908,3
1909,3
1910,3
1911,9
1912,9
1913,9
1914,9
1915,9
1916,9
1917,3
1918,3
1919,3
1920,9
1921,9
1922,9
1923,9
1924,9
1925,9
1926,3
1927,3
1928,3
1929,9
1930,9
1931,9
1932,3
1933,3
1934,3
1935,3
1936,3
1937,3
1938,9
1939,9
1940,9
1941,3
1942,3
1943,3
1944,3
1945,3
1946,3
1947,3
1948,3
1949,3
1950,3
1951,3
1952,3
1953,3
1954,3
1955,3
1956,9
1957,9
1958,9
1959,3
1960,3
1961,3
1962,9
1963,9
1964,9
1965,9
1966,9
1967,9
1968,9
1969,9
1970,9
1971,3
1972,3
1973,3
1974,9
1975,9
1976,9
1977,3
1978,3
1979,3
1980,9
1981,9
1982,9
1983,3
1984,3
1985,3
1986,9
1987,9
1988,9
1989,3
1990,3
1991,3
1992,9
1993,9
1994,9
1995,3
1996,3
1997,3
1998,3
1999,3
2000,3
2001,3
2002,3
2003,3
2004,9
2005,9
2006,9
2007,9
2008,9
2009,9
2010,9
2011,9
2012,9
2013,9
2014,9
2015,9
2016,3
2017,3
2018,3
2019,9
2020,9
2021,9
2022,9
2023,9
2024,9
2025,9
2026,9
2027,9
2028,9
2029,9
2030,9
2031,9
2032,9
2033,9
2034,9
2035,9
2036,9
2037,3
2038,3
2039,3
2040,9
2041,9
2042,9
2043,3
2044,3
2045,3
2046,3
2047,3
2048,3
2049,3
2050,3
2051,3
2052,9
2053,9
2054,9
2055,9
2056,9
2057,9
2058,9
2059,9
2060,9
2061,3
2062,3
2063,3
2064,9
2065,9
2066,9
2067,3
2068,3
2069,3
2070,3
2071,3
2072,3
2073,9
2074,9
2075,9
2076,9
2077,9
2078,9
2079,3
2080,3
2081,3
2082,9
2083,9
2084,9
2085,9
2086,9
2087,9
2088,9
2089,9
2090,9
2091,9
2092,9
2093,9
2094,3
2095,3
2096,3
2097,9
2098,9
2099,9
2100,3
2101,3
2102,3
2103,3
2104,3
2105,3
2106,3
2107,3
2108,3
2109,9
2110,9
2111,9
2112,3
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,3
2121,9
2122,9
2123,9
2124,3
2125,3
2126,3
2127,9
2128,9
2129,9
2130,9
2131,9
2132,9
2133,9
2134,9
2135,9
2136,9
2137,9
2138,9
2139,3
2140,3
2141,3
2142,3
2143,3
2144,3
2145,9
2146,9
2147,9
2148,3
2149,3
2150,3
2151,9
2152,9
2153,9
2154,3
2155,3
2156,3
2157,9
2158,9
2159,9
2160,9
2161,9
2162,9
2163,3
2164,3
2165,3
2166,9
2167,9
2168,9
2169,3
2170,3
2171,3
2172,3
2173,3
2174,3
2175,3
2176,3
2177,3
2178,9
2179,9
2180,9
2181,9
2182,9
2183,9
2184,9
2185,9
2186,9
2187,3
2188,3
2189,3
2190,9
2191,9
2192,9
2193,3
2194,3
2195,3
2196,3
2197,3
2198,3
2199,9
2200,9
2201,9
2202,3
2203,3
2204,3
2205,9
2206,9
2207,9
2208,3
2209,3
2210,3
2211,9
2212,9
2213,9
2214,3
2215,3
2216,3
2217,9
2218,9
2219,9
2220,3
2221,3
2222,3
2223,9
2224,9
2225,9
2226,3
2227,3
2228,3
2229,3
2230,3
2231,3
2232,9
2233,9
2234,9
2235,3
2236,3
2237,3
2238,3
2239,3
2240,3
2241,3
2242,3
2243,3
2244,3
2245,3
2246,3
2247,9
2248,9
2249,9
2250,3
2251,3
2252,3
2253,3
2254,3
2255,3
2256,9
2257,9
2258,9
2259,9
2260,9
2261,9
2262,9
2263,9
2264,9
2265,9
2266,9
2267,9
2268,3
2269,3
2270,3
2271,9
2272,9
2273,9
2274,3
2275,3
2276,3
2277,9
2278,9
2279,9
2280,3
2281,3
2282,3
2283,3
2284,3
2285,3
2286,9
2287,9
2288,9
2289,3
2290,3
2291,3
2292,3
2293,3
2294,3
2295,3
2296,3
2297,3
2298,3
2299,3
2300,3
2301,9
2302,9
2303,9
2304,3
2305,3
2306,3
2307,3
2308,3
2309,3
2310,9
2311,9
2312,9
2313,3
2314,3
2315,3
2316,9
2317,9
2318,9
2319,9
2320,9
2321,9
2322,9
2323,9
2324,9
2325,3
2326,3
2327,3
2328,3
2329,3
2330,3
2331,9
2332,9
2333,9
2334,3
2335,3
2336,3
2337,3
2338,3
2339,3
2340,3
2341,3
2342,3
2343,9
2344,9
2345,9
2346,9
2347,9
2348,9
2349,9
2350,9
2351,9
2352,3
2353,3
2354,3
2355,3
2356,3
2357,3
2358,3
2359,3
2360,3
2361,3
2362,3
2363,3
2364,9
2365,9
2366,9
2367,9
2368,9
2369,9
2370,9
2371,9
2372,9
2373,9
2374,9
2375,9
2376,3
2377,3
2378,3
2379,9
2380,9
2381,9
2382,3
2383,3
2384,3
2385,3
2386,3
2387,3
2388,3
2389,3
2390,3
2391,3
2392,3
2393,3
2394,9
2395,9
2396,9
2397,9
2398,9
2399,9
2400,9
2401,9
2402,9
2403,9
2404,9
2405,9
2406,3
2407,3
2408,3
2409,3
2410,3
2411,3
2412,3
2413,3
2414,3
2415,9
2416,9
2417,9
2418,9
2419,9
2420,9
2421,3
2422,3
2423,3
2424,3
2425,3
2426,3
2427,3
2428,3
2429,3
2430,3
2431,3
2432,3
2433,3
2434,3
2435,3
2436,3
2437,3
2438,3
2439,9
2440,9
2441,9
2442,3
2443,3
2444,3
2445,3
2446,3
2447,3
2448,3
2449,3
2450,3
2451,9
2452,9
2453,9
2454,3
2455,3
2456,3
2457,3
2458,3
2459,3
2460,3
2461,3
2462,3
2463,3
2464,3
2465,3
2466,3
2467,3
2468,3
2469,3
2470,3
2471,3
2472,3
2473,3
2474,3
2475,3
2476,3
2477,3
2478,3
2479,3
2480,3
2481,9
2482,9
2483,9
2484,9
2485,9
2486,9
2487,9
2488,9
2489,9
2490,9
2491,9
2492,9
2493,3
2494,3
2495,3
2496,9
2497,9
2498,9
2499,3
2500,3
2501,3
2502,9
2503,9
2504,9
2505,9
2506,9
2507,9
2508,3
2509,3
2510,3
2511,9
2512,9
2513,9
2514,9
2515,9
2516,9
2517,3
2518,3
2519,3
2520,3
2521,3
2522,3
2523,9
2524,9
2525,9
2526,3
2527,3
2528,3
2529,3
2530,3
2531,3
2532,9
2533,9
2534,9
2535,3
2536,3
2537,3
2538,3
2539,3
2540,3
2541,9
2542,9
2543,9
2544,9
2545,9
2546,9
2547,9
2548,9
2549,9
2550,9
2551,9
2552,9
2553,3
2554,3
2555,3
2556,3
2557,3
2558,3
2559,9
2560,9
2561,9
2562,3
2563,3
2564,3
2565,9
2566,9
2567,9
2568,9
2569,9
2570,9
2571,9
2572,9
2573,9
2574,9
2575,9
2576,9
2577,3
2578,3
2579,3
2580,3
2581,3
2582,3
2583,9
2584,9
2585,9
2586,9
2587,9
2588,9
2589,3
2590,3
2591,3
2592,3
2593,3
2594,3
2595,3
2596,3
2597,3
2598,9
2599,9
2600,9
2601,9
2602,9
2603,9
2604,9
2605,9
2606,9
2607,9
2608,9
2609,9
2610,3
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,3
2618,3
2619,3
2620,3
2621,3
2622,3
2623,3
2624,3
2625,3
2626,3
2627,3
2628,9
2629,9
2630,9
2631,3
2632,3
2633,3
2634,9
2635,9
2636,9
2637,9
2638,9
2639,9
2640,9
2641,9
2642,9
2643,9
2644,9
2645,9
2646,3
2647,3
2648,3
2649,3
2650,3
2651,3
2652,9
2653,9
2654,9
2655,9
2656,9
2657,9
2658,3
2659,3
2660,3
2661,3
2662,3
2663,3
2664,3
2665,3
2666,3
2667,9
2668,9
2669,9
2670,9
2671,9
2672,9
2673,9
2674,9
2675,9
2676,3
2677,3
2678,3
2679,9
2680,9
2681,9
2682,9
2683,9
2684,9
2685,9
2686,9
2687,9
2688,3
2689,3
2690,3
2691,9
2692,9
2693,9
2694,3
2695,3
2696,3
2697,3
2698,3
2699,3
2700,3
2701,3
2702,3
2703,3
2704,3
2705,3
2706,9
2707,9
2708,9
2709,3
2710,3
2711,3
2712,3
2713,3
2714,3
2715,3
2716,3
2717,3
2718,3
2719,3
2720,3
2721,9
2722,9
2723,9
2724,3
2725,3
2726,3
2727,3
2728,3
2729,3
2730,9
2731,9
2732,9
2733,3
2734,3
2735,3
2736,9
2737,9
2738,9
2739,3
2740,3
2741,3
2742,3
2743,3
2744,3
2745,3
2746,3
2747,3
2748,3
2749,3
2750,3
2751,3
2752,3
2753,3
2754,9
2755,9
2756,9
2757,9
2758,9
2759,9
2760,9
2761,9
2762,9
2763,3
2764,3
2765,3
2766,3
2767,3
2768,3
2769,9
2770,9
2771,9
2772,3
2773,3
2774,3
2775,9
2776,9
2777,9
2778,3
2779,3
2780,3
2781,3
2782,3
2783,3
2784,3
2785,3
2786,3
2787,9
2788,9
2789,9
2790,3
2791,3
2792,3
2793,3
2794,3
2795,3
2796,9
2797,9
2798,9
2799,3
2800,3
2801,3
2802,3
2803,3
2804,3
2805,9
2806,9
2807,9
2808,9
2809,9
2810,9
2811,3
2812,3
2813,3
2814,9
2815,9
2816,9
2817,9
2818,9
2819,9
2820,9
2821,9
2822,9
2823,3
2824,3
2825,3
2826,3
2827,3
2828,3
2829,3
2830,3
2831,3
2832,3
2833,3
2834,3
2835,3
2836,3
2837,3
2838,9
2839,9
2840,9
2841,9
2842,9
2843,9
2844,9
2845,9
2846,9
2847,3
2848,3
2849,3
2850,9
2851,9
2852,9
2853,9
2854,9
2855,9
2856,3
2857,3
2858,3
2859,9
2860,9
2861,9
2862,3
2863,3
2864,3
2865,9
2866,9
2867,9
2868,9
2869,9
2870,9
2871,3
2872,3
2873,3
2874,3
2875,3
2876,3
2877,3
2878,3
2879,3
2880,9
2881,9
2882,9
2883,3
2884,3
2885,3
2886,3
2887,3
2888,3
2889,9
2890,9
2891,9
2892,9
2893,9
2894,9
2895,9
2896,9
2897,9
2898,9
2899,9
2900,9
2901,9
2902,9
2903,9
2904,9
2905,9
2906,9
2907,3
2908,3
2909,3
2910,9
2911,9
2912,9
2913,9
2914,9
2915,9
2916,3
2917,3
2918,3
2919,9
2920,9
2921,9
2922,9
2923,9
2924,9
2925,3
2926,3
2927,3
2928,3
2929,3
2930,3
2931,9
2932,9
2933,9
2934,3
2935,3
2936,3
2937,3
2938,3
2939,3
2940,9
2941,9
2942,9
2943,3
2944,3
2945,3
2946,9
2947,9
2948,9
2949,3
2950,3
2951,3
2952,3
2953,3
2954,3
2955,3
2956,3
2957,3
2958,9
2959,9
2960,9
2961,9
2962,9
2963,9
2964,9
2965,9
2966,9
2967,9
2968,9
2969,9
2970,3
2971,3
2972,3
2973,3
2974,3
2975,3
2976,3
2977,3
2978,3
2979,9
2980,9
2981,9
2982,3
2983,3
2984,3
2985,3
2986,3
2987,3
2988,3
2989,3
2990,3
2991,9
2992,9
2993,9
2994,3
2995,3
2996,3
